timestep,person1,person2,infected1,infected2,loc_lat,loc_long,home1_lat,home1_long,home2_lat,home2_long
0,0,13,0,0,4.285123955708933,50.85852092566145,4.360830775642101,50.87724929886656,4.32349515560169,50.85040603723419
0,0,44,0,0,4.3197239838127475,50.85633378201926,4.360830775642101,50.87724929886656,4.387926621074239,50.86683875680434
0,3,59,0,0,4.371593680353378,50.87039643240128,4.324506351122154,50.84620683485962,4.349421506007086,50.89036364768912
0,10,21,0,0,4.3168126270824,50.907551275636244,4.387191251058558,50.876236600375215,4.345426351942153,50.84913476445265
0,22,25,0,0,4.381137902902043,50.87859126649808,4.365151598935568,50.87535121554889,4.376597231627285,50.87936148789423
0,33,38,0,0,4.388454156866704,50.87589667542321,4.387172007828469,50.87419015746469,4.406100109484284,50.87807324519162
0,59,67,0,0,4.435969996980052,50.89084805273093,4.349421506007086,50.89036364768912,4.3883541154925085,50.866843301361875
0,61,69,0,0,4.391761579019531,50.8041762361296,4.393876707152908,50.83904322438365,4.391947268157092,50.886604013106854
0,98,358,0,0,4.585233951776501,50.707944227792574,4.5878529414937965,50.66148570364433,4.543653015867349,50.73242509123625
0,98,387,0,0,4.613324852344894,50.67775983822826,4.5878529414937965,50.66148570364433,4.5410935257124105,50.72098956903524
0,106,339,0,0,4.578261876384255,50.669134802792506,4.647311264247155,50.670621562086254,4.556490890017099,50.67305447996653
0,116,121,0,0,4.389145105996471,51.23304709561522,4.406554676472796,51.23074572003286,4.442278744682884,51.24798339522506
0,160,220,0,0,5.557822775635021,50.628363234495424,5.540396817743628,50.629797347157215,5.571875367839534,50.64432326573614
0,169,194,0,0,5.6298008688361225,50.64642054257595,5.533123393486394,50.644537617346,5.595135149697041,50.63869423224867
0,203,221,0,0,5.568834191096803,50.656942394339005,5.581343569266454,50.671759658610995,5.562605929777888,50.63874153407054
0,249,250,0,0,3.952044129616907,50.43408405029312,3.946932950543573,50.435669308761334,3.9552093025937944,50.44818032136198
0,253,254,0,0,3.968616028837242,50.48990877134931,3.9620353191379483,50.456376664393744,3.9569317622662425,50.47583921867436
0,263,275,0,0,4.05054153540931,50.422758239938844,3.9894281409189913,50.451854627879825,3.9353083945692533,50.432717232876996
0,269,277,0,0,3.9637358945229764,50.42071528799316,3.968384471958372,50.43246363410206,3.9504395936940946,50.47916445409265
0,269,292,0,0,3.947062719924618,50.47919777788454,3.968384471958372,50.43246363410206,3.9311443290321915,50.467209234195025
0,287,294,0,0,3.9476093629089934,50.443542453077555,3.9506607647701903,50.453408789886176,3.9380825014734997,50.39448513032667
0,326,800,0,0,4.61271442119771,50.74946746124467,4.596134920034972,50.64734477894707,4.623447940417461,50.71347378393863
