timestep,person1,person2,infected1,infected2,loc_lat,loc_long,home1_lat,home1_long,home2_lat,home2_long
0,6,24,0,0,4.428577406745974,50.85613248198895,4.333611501087007,50.83789116616417,4.37637097253538,50.86594931881523
0,14,374,0,0,4.384030984228613,50.73483010398718,4.343318230007636,50.83294428115088,4.503686936281303,50.73306461328531
0,23,50,0,0,4.548821019200667,50.838746188750676,4.359069346096107,50.86226812534744,4.419336620606668,50.835227076663145
0,28,318,0,0,4.366431416389929,50.819966455965535,4.366532841770177,50.850225229104126,4.365940572463105,50.82190307891735
0,39,71,0,0,4.375550054110497,50.87485711775408,4.38783092218854,50.85326004052439,4.378198151959379,50.87929654004128
0,50,313,0,0,4.351382464780042,50.79453360851439,4.419336620606668,50.835227076663145,4.314762008156658,50.78499700545686
0,53,349,0,0,4.7042921884120465,50.52492638313804,4.380192638344673,50.85887853749504,4.565551305185412,50.647758542515376
0,67,311,0,0,4.359863070808056,50.90061889889395,4.3883541154925085,50.866843301361875,4.335067512323476,50.82282751107296
0,107,416,0,0,4.650432116646752,50.609823827264414,4.6354267425802025,50.69932543039752,4.655292417261569,50.566169276662514
0,132,149,0,0,4.413190993230938,51.159197771281065,4.418431519240391,51.21160215033045,4.4147316757330035,51.25231100293162
0,194,221,0,0,5.591205239396958,50.63871946125373,5.595135149697041,50.63869423224867,5.562605929777888,50.63874153407054
0,215,223,0,0,5.564465875183841,50.620473719998735,5.567528097923088,50.62914151811904,5.557857530661913,50.62209945808469
0,228,303,0,0,3.9332092273955004,50.42537854302514,3.9336231224238007,50.49044286313912,3.9328078140038496,50.421537779828036
0,247,256,0,0,3.9489177840524574,50.441420546449656,3.9238529535486126,50.47889647211427,3.9369018451720588,50.424571302719855
0,312,312,0,0,4.341746511356087,50.7886598565786,4.341746511356087,50.7886598565786,4.341746511356087,50.7886598565786
0,360,363,0,0,4.5119134961594725,50.68748496200568,4.507805661617654,50.75158834109095,4.510451776761073,50.68362219335148
0,369,370,0,0,4.556569714992094,50.755726649576694,4.547972446566033,50.73568068794717,4.554875402004424,50.7524101603491
0,375,398,0,0,4.49759327955353,50.722146238538244,4.5185605352984295,50.702558589948026,4.500542685174658,50.718580493923355
0,394,398,0,0,4.50364487974182,50.64085382455622,4.524393255955365,50.680976647979236,4.500542685174658,50.718580493923355
0,402,417,0,0,4.694038086665925,50.5494906952325,4.69138780388902,50.55078929389677,4.693732688812775,50.55514357905948
0,411,799,0,0,4.638641254339434,50.6041798644628,4.6972390840154485,50.60231920845338,4.6348567279555555,50.714285298721784
0,518,521,0,0,4.450182142195189,50.41777250106351,4.439429520887578,50.40152531170727,4.4590448448615625,50.37786701718967
0,598,601,0,0,4.964016354487229,50.11306675685262,4.9477116668109264,50.11448196032618,4.959405800753847,50.09936881657673
